passenger_id,age,gender,aadhaar_hash,email_masked,phone_masked,age_band
P1974,64,M,7c6cc34438878dbc,k***@gmail.com,+91-XXXXX98,60+
P1975,22,M,584e6ecfbb5068cd,r***@gmail.com,+91-XXXXX08,18-25
P1976,60,M,43e795ce9e2972f1,r***@hotmail.com,+91-XXXXX86,41-60
P1977,64,M,52f8973305291f1c,s***@outlook.com,+91-XXXXX12,60+
P1978,72,M,c25ca5d42d8ff595,v***@hotmail.com,+91-XXXXX92,60+
P1979,11,M,e0a3b78380d6f62a,k***@yahoo.com,+91-XXXXX95,<18
P1980,14,F,dba3c8511a29db71,a***@hotmail.com,+91-XXXXX12,<18
P1981,60,F,d2dd7e33f9b28b4a,d***@yahoo.com,+91-XXXXX18,41-60
P1982,30,F,5abb91c2d60e759d,a***@outlook.com,+91-XXXXX13,26-40
P1983,35,M,e5ae1e4026eb92ad,m***@outlook.com,+91-XXXXX37,26-40
P1984,85,F,0779d033adf09e53,i***@hotmail.com,+91-XXXXX50,60+
P1985,37,M,917729e2d70b3e5c,a***@outlook.com,+91-XXXXX78,26-40
P1986,5,M,01e36b6ef8868d62,d***@gmail.com,+91-XXXXX94,<18
P1987,83,F,8dc4460d81ef7136,s***@gmail.com,+91-XXXXX41,60+
P1988,78,M,5571b39aa61d6d02,k***@hotmail.com,+91-XXXXX43,60+
P1989,26,M,0205fc3b3bc939d6,r***@outlook.com,+91-XXXXX52,26-40
P1990,62,F,ad631d080a0b4572,a***@yahoo.com,+91-XXXXX53,60+
P1991,4,F,298f3763a18d944b,a***@rediffmail.com,+91-XXXXX19,<18
P1992,89,F,12ace399f9612707,d***@hotmail.com,+91-XXXXX36,60+
P1993,42,M,d6cc5c9f5208254d,m***@rediffmail.com,+91-XXXXX35,41-60
P1994,89,F,2d28fdae23b33823,d***@hotmail.com,+91-XXXXX53,60+
P1995,18,F,9d0a4330746b314b,a***@gmail.com,+91-XXXXX02,18-25
P1996,40,M,6705b364bc7ad924,i***@gmail.com,+91-XXXXX87,26-40
P1997,72,F,29898421060a0a05,a***@rediffmail.com,+91-XXXXX62,60+
P1998,39,F,91dbaf1799779932,s***@gmail.com,+91-XXXXX51,26-40
P1999,14,F,b7d79e1af8e5083e,a***@yahoo.com,+91-XXXXX90,<18
